Anon Src IP,eventid,operation,url,Src Port,Dst Port,sensor,request,user_agent,Dst IP,query,VT Malicious,VT Engines,VT Labels,VT Tags,VT Reputation,Geo Location,ISP,Malicious_Flag
113.216.174.111,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,33450,631,1d979ccba575,POST,Mozilla/5.0 zgrab/0.x,172.21.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",1,SOCRadar,malware,,0,US,"AS14061 DigitalOcean, LLC",0
91.72.217.60,ipphoney.connect,,/,35802,631,1d979ccba575,GET,,172.21.0.2,,1,SOCRadar,malware,,0,US,"AS14061 DigitalOcean, LLC",0
18.196.199.93,ipphoney.connect,,/,60125,631,1d979ccba575,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.21.0.2,,5,"ADMINUSLabs, BitDefender, CyRadar, G-Data, SOCRadar","malicious, phishing, malware",,-1,FR,AS16276 OVH SAS,0
152.60.107.159,ipphoney.connect,,/favicon.ico,58745,631,1d979ccba575,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.21.0.2,,6,"Criminal IP, Certego, CyRadar, Forcepoint ThreatSeeker, IPsum, SOCRadar","malicious, malware",,0,FR,AS213412 ONYPHE SAS,0
89.36.27.188,ipphoney.connect,,/,62178,631,1d979ccba575,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.21.0.2,,3,"Criminal IP, CINS Army, CyRadar",malicious,,-4,US,AS396982 Google LLC,0
202.25.101.254,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,45228,631,5b182ee2eafc,POST,Mozilla/5.0 zgrab/0.x,192.168.112.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",0,,,,0,US,AS8075 Microsoft Corporation,0
234.147.72.170,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,55918,631,5b182ee2eafc,POST,PythonIPP/0.0.0,192.168.112.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""000085C0"", ""version"": ""2.0""}",1,Criminal IP,malicious,,-1,US,AS8075 Microsoft Corporation,0
132.202.226.122,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,2804,631,5b182ee2eafc,POST,Mozilla/5.0 zgrab/0.x,192.168.112.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",13,"Criminal IP, alphaMountain.ai, BitDefender, CRDF, Cyble, CyRadar, Fortinet, G-Data, IPsum, Lionic, SOCRadar, Sophos, VIPRE","malicious, phishing, malware",,34,US,AS6939 Hurricane Electric LLC,0
89.36.25.180,ipphoney.connect,,/,64396,631,5b182ee2eafc,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.112.2,,5,"Criminal IP, Certego, CINS Army, CyRadar, IPsum",malicious,,-2,US,AS396982 Google LLC,0
234.34.135.32,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,52188,631,824848b125db,POST,Mozilla/5.0 zgrab/0.x,172.31.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",1,Guardpot,malicious,,0,US,AS8075 Microsoft Corporation,0
152.60.107.143,ipphoney.connect,,/,38307,631,824848b125db,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.31.0.2,,7,"ADMINUSLabs, Criminal IP, CINS Army, CyRadar, Forcepoint ThreatSeeker, Guardpot, SOCRadar","malicious, malware",,-1,FR,AS213412 ONYPHE SAS,0
18.196.199.94,ipphoney.connect,,/favicon.ico,39377,631,824848b125db,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.31.0.2,,2,"Guardpot, SOCRadar","malicious, malware",,-1,FR,AS16276 OVH SAS,0
108.90.122.44,ipphoney.connect,,/,57910,631,824848b125db,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.31.0.2,,10,"ADMINUSLabs, Criminal IP, BitDefender, Certego, Chong Lua Dao, CINS Army, CyRadar, G-Data, Lionic, SOCRadar","malicious, phishing, malware",,-1,FI,AS396982 Google LLC,0
220.54.103.235,ipphoney.connect,,/,57920,631,8e14c88197f0,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.25.0.2,,8,"ADMINUSLabs, Criminal IP, BitDefender, CINS Army, CRDF, CyRadar, G-Data, Lionic","malicious, phishing",,-2,GB,AS396982 Google LLC,0
200.238.25.165,ipphoney.connect,,/,42859,631,8e14c88197f0,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.25.0.2,,2,"BitDefender, G-Data",phishing,,-1,US,AS16276 OVH SAS,0
200.238.25.164,ipphoney.connect,,/,35569,631,8e14c88197f0,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.25.0.2,,1,Guardpot,malicious,,0,US,AS16276 OVH SAS,0
0.71.179.138,ipphoney.connect,,/favicon.ico,60139,631,8e14c88197f0,GET,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,172.25.0.2,,9,"ADMINUSLabs, Criminal IP, alphaMountain.ai, CyRadar, Forcepoint ThreatSeeker, Fortinet, Guardpot, Lionic, SOCRadar","malicious, malware",,-1,US,AS213412 ONYPHE SAS,0
220.54.102.61,ipphoney.connect,,/,57716,631,4e4ddfce0ede,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.128.2,,8,"ADMINUSLabs, Criminal IP, BitDefender, Chong Lua Dao, CINS Army, CyRadar, G-Data, Lionic","malicious, phishing",,-2,GB,AS396982 Google LLC,0
234.147.72.170,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,43372,631,85e5906926ec,POST,PythonIPP/0.0.0,192.168.64.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""0000B021"", ""version"": ""2.0""}",1,Criminal IP,malicious,,-1,US,AS8075 Microsoft Corporation,0
220.54.103.49,ipphoney.connect,,/,63088,631,85e5906926ec,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",192.168.64.2,,4,"Certego, CINS Army, CyRadar, IPsum",malicious,,-1,GB,AS396982 Google LLC,0
240.122.46.192,ipphoney.connect,,/,33276,631,85e5906926ec,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36,192.168.64.2,,1,Fortinet,malware,,0,US,"AS16509 Amazon.com, Inc.",0
240.122.46.192,ipphoney.connect,,/,33274,631,85e5906926ec,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36,192.168.64.2,,1,Fortinet,malware,,0,US,"AS16509 Amazon.com, Inc.",0
240.122.46.192,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,43760,631,85e5906926ec,POST,Mozilla/5.0 zgrab/0.x,192.168.64.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",1,Fortinet,malware,,0,US,"AS16509 Amazon.com, Inc.",0
91.216.17.102,ipphoney.connect,,/,39106,631,000041f392c2,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64),172.20.0.2,,0,,,,0,VN,AS45899 VNPT Corp,0
220.54.102.6,ipphoney.connect,,/,63242,631,000041f392c2,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.20.0.2,,7,"ADMINUSLabs, Criminal IP, BitDefender, CINS Army, CRDF, CyRadar, G-Data","malicious, phishing",,-2,GB,AS396982 Google LLC,0
108.90.122.241,ipphoney.connect,,/,59350,631,74d98f5e12d3,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.25.0.2,,9,"ADMINUSLabs, Criminal IP, BitDefender, CINS Army, CyRadar, G-Data, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-3,FI,AS396982 Google LLC,0
133.94.131.182,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,11554,631,74d98f5e12d3,POST,Mozilla/5.0 zgrab/0.x,172.25.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",13,"Criminal IP, alphaMountain.ai, BitDefender, Cyble, CyRadar, Forcepoint ThreatSeeker, Fortinet, G-Data, IPsum, Lionic, SOCRadar, VIPRE, Webroot","malicious, phishing, malware",,-17,US,AS6939 Hurricane Electric LLC,0
7.77.230.156,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,52486,631,20b5fc562799,POST,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),172.21.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",10,"Criminal IP, alphaMountain.ai, BitDefender, CyRadar, Forcepoint ThreatSeeker, Fortinet, G-Data, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-2,HK,"AS398722 Censys, Inc.",0
168.131.144.171,ipphoney.connect,,/,59210,631,58fef5306606,GET,,172.18.0.2,,0,,,,0,CN,AS4837 CHINA UNICOM China169 Backbone,0
29.5.44.4,ipphoney.connect,,/,30107,631,58fef5306606,GET,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",172.18.0.2,,2,"Criminal IP, SOCRadar","malicious, malware",,0,CN,AS4837 CHINA UNICOM China169 Backbone,0
91.216.17.102,ipphoney.connect,,/,35838,631,fb5fd3555b80,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64),172.29.0.2,,0,,,,0,VN,AS45899 VNPT Corp,0
234.147.72.170,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp/print,35988,631,fb5fd3555b80,POST,PythonIPP/0.0.0,172.29.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-US""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp/print""]}, {""attribute_name"": ""requesting-user-name"", ""attribute_type"": ""nameWithoutLanguage"", ""attribute_value"": [""PythonIPP""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""printer-device-id"", ""printer-name"", ""printer-type"", ""printer-location"", ""printer-info"", ""printer-make-and-model"", ""printer-state"", ""printer-state-message"", ""printer-state-reason"", ""printer-supply"", ""printer-up-time"", ""printer-uri-supported"", ""device-uri"", ""printer-is-shared"", ""printer-more-info"", ""printer-firmware-string-version"", ""marker-colors"", ""marker-high-levels"", ""marker-levels"", ""marker-low-levels"", ""marker-names"", ""marker-types""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00003204"", ""version"": ""2.0""}",1,Criminal IP,malicious,,-1,US,AS8075 Microsoft Corporation,0
180.202.163.106,ipphoney.connect,,/,36622,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/manage/account/login,60176,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/admin/index.html,56038,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/index.html,56046,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/+CSCOE+/logon.html,56052,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/cgi-bin/login.cgi,56066,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/login.htm,56080,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/login.html,56088,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/login.jsp,56096,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/login,44472,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/doc/index.html,44488,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/remote/login,44496,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,//admin/login.asp,44512,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,/web/,44522,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
180.202.163.106,ipphoney.connect,,//webpages/login.html,44536,631,fb5fd3555b80,GET,'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)',172.29.0.2,,5,"Criminal IP, ArcSight Threat Intelligence, CyRadar, IPsum, SOCRadar","malicious, malware",,0,US,AS396982 Google LLC,0
14.184.61.51,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,43988,631,87de75282242,POST,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),172.24.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",13,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, CyRadar, Forcepoint ThreatSeeker, Fortinet, G-Data, GreenSnow, Guardpot, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-2,US,"AS398324 Censys, Inc.",0
234.34.135.13,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,39358,631,87de75282242,POST,Mozilla/5.0 zgrab/0.x,172.24.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",5,"Criminal IP, ArcSight Threat Intelligence, CRDF, CyRadar, MalwareURL","malicious, malware",,0,US,AS8075 Microsoft Corporation,0
220.54.102.50,ipphoney.connect,,/,61240,631,87de75282242,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.24.0.2,,3,"Criminal IP, CINS Army, IPsum",malicious,,-1,GB,AS396982 Google LLC,0
234.34.135.79,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,47744,631,71ba09cf3ef2,POST,Mozilla/5.0 zgrab/0.x,172.30.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",1,Guardpot,malicious,,0,US,AS8075 Microsoft Corporation,0
133.94.237.19,ipphoney.get-printer-attributes,Get-Printer-Attributes,/ipp,36704,631,71ba09cf3ef2,POST,Mozilla/5.0 zgrab/0.x,172.30.0.2,"{""groups"": [{""attributes"": [{""attribute_name"": ""attributes-charset"", ""attribute_type"": ""charset"", ""attribute_value"": [""utf-8""]}, {""attribute_name"": ""attributes-natural-language"", ""attribute_type"": ""language"", ""attribute_value"": [""en-us""]}, {""attribute_name"": ""printer-uri"", ""attribute_type"": ""uri"", ""attribute_value"": [""ipp://3.15.22.167:631/ipp""]}, {""attribute_name"": ""requested-attributes"", ""attribute_type"": ""keyword"", ""attribute_value"": [""all""]}], ""group_type"": ""Operation-Attributes-Tag""}], ""operation"": ""Get-Printer-Attributes"", ""request_id"": ""00000001"", ""version"": ""2.1""}",8,"Criminal IP, BitDefender, Cyble, CyRadar, G-Data, IPsum, Lionic, SOCRadar","malicious, phishing, malware",,-4,US,AS6939 Hurricane Electric LLC,0
220.54.103.37,ipphoney.connect,,/,60964,631,71ba09cf3ef2,GET,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com",172.30.0.2,,7,"ADMINUSLabs, Criminal IP, alphaMountain.ai, BitDefender, CINS Army, CyRadar, G-Data","malicious, phishing",,-2,GB,AS396982 Google LLC,0
