Anon Src IP,dest_port,Dst IP,level,method,path,Src IP,status_code,target,timestamp,user_agent,user_agent_browser,user_agent_device_info,user_agent_engine_version,user_agent_platform,VT Labels,VT Reputation,Geo Location,ISP,Malicious_Flag
204.85.3.128,3000,3.15.22.167,WARN,GET,/,52.37.0.95,201,honeyaml::access-log,2025-03-13T23:55:47.091814Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",Mozilla/5.0,Intel Mac OS X 10_11_5,AppleWebKit/537.36,Macintosh,,0,US,"AS16509 Amazon.com, Inc.",0
169.182.29.51,3000,3.15.22.167,WARN,GET,/,118.166.28.49,201,honeyaml::access-log,2025-03-14T00:39:18.534469Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Mozilla/5.0,Intel Mac OS X 10_15_3,AppleWebKit/537.36,Macintosh,,0,TW,AS3462 Data Communication Business Group,0
68.132.178.86,3000,3.15.22.167,WARN,GET,/,184.67.77.174,201,honeyaml::access-log,2025-03-14T00:47:44.670753Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",Mozilla/5.0,Intel Mac OS X 10_15_3,AppleWebKit/537.36,Macintosh,"malicious, malware",0,CA,AS6327 Shaw Communications Inc.,0
234.34.135.13,3000,3.15.22.167,WARN,GET,/,20.221.67.12,201,honeyaml::access-log,2025-04-08T06:13:44.199339Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malicious, malware",0,US,AS8075 Microsoft Corporation,0
152.60.107.235,3000,3.15.22.167,WARN,GET,/,91.196.152.109,201,honeyaml::access-log,2025-04-08T18:39:57.320487Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,malicious,0,FR,AS213412 ONYPHE SAS,0
152.60.107.229,3000,3.15.22.167,WARN,GET,/favicon.ico,91.196.152.100,201,honeyaml::access-log,2025-04-08T18:46:12.743064Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,malicious,-1,FR,AS213412 ONYPHE SAS,0
6.251.21.30,80,,WARN,GET,/,198.235.24.226,201,honeyaml::access-log,2025-04-08T22:33:14.500889Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, malware, phishing",-2,BE,AS396982 Google LLC,0
132.202.251.165,3000,3.15.22.167,WARN,GET,/,65.49.1.164,201,honeyaml::access-log,2025-04-09T01:11:42.100478Z,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36",Mozilla/5.0,Android 10,K,Linux,"malicious, malware",-1,US,AS6939 Hurricane Electric LLC,0
132.202.251.162,3000,3.15.22.167,WARN,GET,/favicon.ico,65.49.1.162,201,honeyaml::access-log,2025-04-09T01:12:36.124323Z,Mozilla/5.0 (Windows NT 10.0; rv:102.0) Gecko/20100101 Firefox/102.0,Mozilla/5.0,rv:102.0,Gecko/20100101 Firefox/102.0,Windows NT 10.0,"malicious, malware",-54,US,AS6939 Hurricane Electric LLC,1
234.110.199.56,3000,3.15.22.167,WARN,GET,/,20.150.199.91,201,honeyaml::access-log,2025-04-09T01:38:44.752649Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malicious, malware",0,US,AS8075 Microsoft Corporation,0
238.160.12.17,3000,3.15.22.167,WARN,GET,/,18.190.253.238,201,honeyaml::access-log,2025-04-09T02:30:51.999049Z,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36,Mozilla/5.0,Intel Mac OS X 10_15_7,Chrome/126.0.0.0 Safari/537.36,Macintosh,,0,US,"AS16509 Amazon.com, Inc.",0
238.160.12.17,3000,3.15.22.167,WARN,GET,/,18.190.253.238,201,honeyaml::access-log,2025-04-09T02:30:52.920210Z,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36,Mozilla/5.0,Intel Mac OS X 10_15_7,Chrome/126.0.0.0 Safari/537.36,Macintosh,,0,US,"AS16509 Amazon.com, Inc.",0
83.88.58.53,3000,3.15.22.167,WARN,GET,/,172.171.245.245,201,honeyaml::access-log,2025-04-07T04:38:17.446869Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,,0,US,AS8075 Microsoft Corporation,0
133.94.237.247,3000,3.15.22.167,WARN,GET,/,64.62.156.207,201,honeyaml::access-log,2025-04-07T05:36:02.343872Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",Mozilla/5.0,Intel Mac OS X 10_15_7,AppleWebKit/605.1.15,Macintosh,"malicious, malware",-1,US,AS6939 Hurricane Electric LLC,0
133.94.237.246,3000,3.15.22.167,WARN,GET,/favicon.ico,64.62.156.206,201,honeyaml::access-log,2025-04-07T05:36:52.344775Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)",Mozilla/5.0,Intel Mac OS X 10_15_7,AppleWebKit/605.1.15,Macintosh,"malicious, malware",0,US,AS6939 Hurricane Electric LLC,0
12.47.16.136,80,,WARN,GET,/,205.210.31.15,201,honeyaml::access-log,2025-04-07T18:38:17.344345Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, phishing, malware",-56,US,AS396982 Google LLC,1
128.255.73.103,3000,3.15.22.167,WARN,GET,/,71.6.232.23,201,honeyaml::access-log,2025-04-08T02:33:31.853918Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, phishing, malware",-4,US,"AS10439 CariNet, Inc.",0
152.60.107.145,3000,3.15.22.167,WARN,GET,/,91.196.152.17,201,honeyaml::access-log,2025-04-06T15:19:01.104834Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"malicious, malware",0,FR,AS213412 ONYPHE SAS,0
152.60.107.156,3000,3.15.22.167,WARN,GET,/favicon.ico,91.196.152.25,201,honeyaml::access-log,2025-04-06T15:25:09.003375Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"malicious, malware",-1,FR,AS213412 ONYPHE SAS,0
6.251.21.100,3000,3.15.22.167,WARN,GET,/,198.235.24.148,201,honeyaml::access-log,2025-04-06T20:35:36.355482Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, malware, phishing",-3,BE,AS396982 Google LLC,0
12.47.16.105,80,,WARN,GET,/,205.210.31.153,201,honeyaml::access-log,2025-04-06T20:39:01.830820Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, malware, phishing",-57,BR,AS396982 Google LLC,1
6.251.21.3,80,,WARN,GET,/,198.235.24.243,201,honeyaml::access-log,2025-04-07T03:14:07.633413Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, phishing, malware",-55,BE,AS396982 Google LLC,1
7.77.230.60,3000,3.15.22.167,WARN,GET,/,199.45.154.125,201,honeyaml::access-log,2025-04-05T04:19:33.545811Z,,,,,,"malicious, malware, phishing",-2,HK,"AS398722 Censys, Inc.",0
7.77.230.60,3000,3.15.22.167,WARN,GET,/,199.45.154.125,201,honeyaml::access-log,2025-04-05T04:19:37.654737Z,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),Mozilla/5.0,CensysInspect/1.1,+https://about.censys.io/,compatible,"malicious, malware, phishing",-2,HK,"AS398722 Censys, Inc.",0
7.77.230.60,3000,3.15.22.167,WARN,GET,/favicon.ico,199.45.154.125,201,honeyaml::access-log,2025-04-05T04:19:43.054498Z,Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/),Mozilla/5.0,CensysInspect/1.1,+https://about.censys.io/,compatible,"malicious, malware, phishing",-2,HK,"AS398722 Censys, Inc.",0
130.168.104.141,3000,3.15.22.167,WARN,GET,/,68.183.235.125,201,honeyaml::access-log,2025-04-05T09:12:02.310367Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,,0,SG,"AS14061 DigitalOcean, LLC",0
132.237.19.37,3000,3.15.22.167,WARN,GET,/.env,65.21.29.88,201,honeyaml::access-log,2025-04-05T11:51:55.074024Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,,0,FI,AS24940 Hetzner Online GmbH,0
91.216.17.102,3000,3.15.22.167,WARN,GET,/,161.248.30.30,201,honeyaml::access-log,2025-04-05T12:09:33.804086Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Mozilla/5.0,Win64,x64,Windows NT 10.0,,0,VN,AS45899 VNPT Corp,0
11.54.0.154,3000,3.15.22.167,WARN,GET,/,203.55.131.5,201,honeyaml::access-log,2025-04-05T18:36:59.232917Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, phishing, malware",-57,NL,AS50219 Valence Technology Co.,1
11.54.0.154,3000,3.15.22.167,WARN,GET,/favicon.ico,203.55.131.5,201,honeyaml::access-log,2025-04-05T18:37:22.556885Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, phishing, malware",-57,NL,AS50219 Valence Technology Co.,1
133.94.131.191,3000,3.15.22.167,WARN,GET,/,64.62.197.185,201,honeyaml::access-log,2025-04-06T01:40:02.956036Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.160 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware, phishing",-3,US,AS6939 Hurricane Electric LLC,0
133.94.131.191,3000,3.15.22.167,WARN,GET,/favicon.ico,64.62.197.185,201,honeyaml::access-log,2025-04-06T01:40:17.106523Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware, phishing",-3,US,AS6939 Hurricane Electric LLC,0
200.87.179.252,3000,3.15.22.167,WARN,GET,/,51.178.236.243,201,honeyaml::access-log,2025-04-04T10:58:28.121508Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"phishing, malicious, malware",0,FR,AS16276 OVH SAS,0
152.60.107.72,3000,3.15.22.167,WARN,GET,/favicon.ico,91.196.152.183,201,honeyaml::access-log,2025-04-04T11:04:08.806269Z,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,Mozilla/5.0,Ubuntu,Linux x86_64,X11,"malicious, malware",0,FR,AS213412 ONYPHE SAS,0
6.251.21.98,80,,WARN,GET,/,198.235.24.146,201,honeyaml::access-log,2025-04-04T22:06:34.250809Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, phishing, malware",-5,BE,AS396982 Google LLC,0
234.134.61.95,3000,3.15.22.167,WARN,GET,/,20.65.192.67,201,honeyaml::access-log,2025-04-05T02:32:11.219933Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malicious, malware",-3,US,AS8075 Microsoft Corporation,0
132.202.251.130,3000,3.15.22.167,WARN,GET,/,65.49.1.146,201,honeyaml::access-log,2025-04-03T10:14:20.393480Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware",-1,US,AS6939 Hurricane Electric LLC,0
132.202.251.128,3000,3.15.22.167,WARN,GET,/favicon.ico,65.49.1.144,201,honeyaml::access-log,2025-04-03T10:15:12.092142Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0,Mozilla/5.0,Win64,x64,Windows NT 10.0,"malicious, malware",-2,US,AS6939 Hurricane Electric LLC,0
6.251.21.156,80,,WARN,GET,/,198.235.24.25,201,honeyaml::access-log,2025-04-03T21:10:12.230981Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malware, phishing, malicious",-3,TW,AS396982 Google LLC,0
12.47.16.162,3000,3.15.22.167,WARN,GET,/,205.210.31.34,201,honeyaml::access-log,2025-04-03T21:21:10.797502Z,"Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39",,,"presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com","malicious, malware, phishing",-4,US,AS396982 Google LLC,0
234.226.216.10,3000,3.15.22.167,WARN,GET,/,20.29.35.212,201,honeyaml::access-log,2025-04-03T23:36:29.678986Z,Mozilla/5.0 zgrab/0.x,Mozilla/5.0 zgrab/0.x,,,,"malware, malicious",0,US,AS8075 Microsoft Corporation,0
